"OrderNumber";"OrderDate";"Customer Name Index";"Channel";"Currency Code";"Warehouse Code";"Delivery Region Index";"Product Description Index";"Order Quantity";"Unit Price";"Line Total";"Total Unit Cost"
"SO - 0001918";"2021-09-10";15;"Distributor";"USD";"GUT930";957;13;9;3564.4;32079.6;1817.844
"SO - 0006772";"2021-09-10";45;"Wholesale";"USD";"NXH382";941;23;9;3698.4;33285.6;2773.8
"SO - 0007532";"2021-09-10";175;"Wholesale";"USD";"GUT930";742;2;8;3959.7;31677.6;2930.1780000000003
"SO - 0010707";"2021-09-10";74;"Wholesale";"USD";"AXW291";771;26;12;1815.7;21788.4;980.478
"SO - 0001874";"2021-09-11";162;"Distributor";"USD";"AXW291";335;13;9;1092.1;9828.9;884.6010000000001
"SO - 0002651";"2021-09-11";53;"Distributor";"USD";"AXW291";889;15;12;3832.4;45988.8;2835.976
"SO - 0004817";"2021-09-11";132;"Export";"USD";"AXW291";930;5;10;944.7;9447.0;736.8660000000001
"SO - 0010537";"2021-09-11";42;"Distributor";"USD";"AXW291";359;15;7;991.6;6941.2;485.884
"SO - 0008796";"2021-09-11";64;"Wholesale";"USD";"FLR025";370;23;6;234.5;1407.0;147.735
"SO - 0001109";"2021-09-11";48;"Distributor";"USD";"AXW291";656;6;11;1072.0;11792.0;707.52
"SO - 0003136";"2021-09-11";45;"Distributor";"USD";"AXW291";266;17;10;1876.0;18760.0;1557.08
"SO - 0003389";"2021-09-11";70;"Wholesale";"USD";"NXH382";720;5;12;2485.7000000000003;29828.4;1615.7050000000002
"SO - 0004068";"2021-09-11";63;"Wholesale";"USD";"FLR025";453;5;9;3926.2;35335.8;3023.1740000000004
"SO - 0007283";"2021-09-11";142;"Wholesale";"USD";"AXW291";148;25;6;3892.7;23356.2;2880.598
"SO - 0010186";"2021-09-11";145;"Wholesale";"USD";"AXW291";836;26;7;227.8;1594.6;166.294
"SO - 0008206";"2021-09-11";2;"Wholesale";"USD";"GUT930";134;2;9;3979.8;35818.200000000004;3024.648
"SO - 000188";"2021-09-11";145;"Export";"USD";"AXW291";84;17;7;3892.7;27248.9;2724.89
"SO - 000547";"2021-09-11";96;"Wholesale";"USD";"GUT930";919;13;11;1051.9;11570.9;736.33
"SO - 0001039";"2021-09-11";104;"Wholesale";"USD";"AXW291";775;29;7;3396.9;23778.3;2140.047
"SO - 0002947";"2021-09-11";41;"Wholesale";"USD";"AXW291";776;15;8;2432.1;19456.8;972.84
"SO - 0003155";"2021-09-11";71;"Wholesale";"USD";"FLR025";15;13;6;2385.2000000000003;14311.2;1240.304
"SO - 0004340";"2021-09-11";148;"Distributor";"USD";"AXW291";778;26;7;2244.5;15711.5;1032.47
"SO - 0008908";"2021-09-11";151;"Wholesale";"USD";"NXH382";500;14;7;214.4;1500.8;122.208
"SO - 0002481";"2021-09-11";87;"Wholesale";"USD";"GUT930";958;16;6;2646.5;15879.0;1667.295
"SO - 0004198";"2021-09-11";27;"Distributor";"USD";"AXW291";645;26;6;1065.3;6391.799999999999;585.9150000000001
"SO - 0004407";"2021-09-11";23;"Wholesale";"USD";"NXH382";581;15;8;1882.7;15061.6;1374.371
"SO - 0004978";"2021-09-11";159;"Distributor";"USD";"AXW291";240;5;10;1011.7;10117.0;667.7220000000001
"SO - 0006764";"2021-09-11";67;"Export";"USD";"AXW291";557;27;8;6545.900000000001;52367.2;3469.3270000000007
"SO - 0007628";"2021-09-11";90;"Export";"USD";"AXW291";666;15;5;207.7;1038.5;97.619
"SO - 0008513";"2021-09-11";112;"Export";"USD";"FLR025";332;5;11;1340.0;14740.0;830.8
"SO - 0008601";"2021-09-11";101;"Distributor";"USD";"AXW291";795;17;12;696.8000000000001;8361.6;564.4080000000001
"SO - 0008425";"2021-09-11";147;"Wholesale";"USD";"GUT930";716;20;6;1815.7;10894.2;1379.932
"SO - 0009569";"2021-09-11";75;"Distributor";"USD";"FLR025";939;1;8;944.7;7557.6;802.995
"SO - 000299";"2021-09-11";102;"Wholesale";"USD";"FLR025";500;1;7;5045.1;35315.700000000004;3380.217000000001
"SO - 0002172";"2021-09-11";153;"Export";"USD";"NXH382";567;13;5;5681.6;28408.0;3749.856
"SO - 0002315";"2021-09-11";122;"Wholesale";"USD";"GUT930";816;1;5;964.8;4824.0;569.232
"SO - 0002380";"2021-09-11";74;"Wholesale";"USD";"NXH382";647;21;7;964.8;6753.6;820.08
"SO - 0004585";"2021-09-11";100;"Wholesale";"USD";"AXW291";608;10;6;3966.4;23798.4;2141.856
"SO - 0005786";"2021-09-11";153;"Wholesale";"USD";"GUT930";803;3;8;3450.5;27604.0;2070.3
"SO - 0007525";"2021-09-11";49;"Export";"USD";"GUT930";665;7;10;1333.3;13333.0;533.32
"SO - 0010018";"2021-09-11";53;"Distributor";"USD";"FLR025";675;12;9;1788.9;16100.1;1484.787
"SO - 0009426";"2021-09-11";66;"Wholesale";"USD";"AXW291";56;13;12;2311.5;27738.0;1109.52
"SO - 0001846";"2021-09-11";137;"Wholesale";"USD";"AXW291";132;23;12;1969.8;23637.6;1378.86
"SO - 0003474";"2021-09-11";17;"Distributor";"USD";"NXH382";952;18;7;1031.8;7222.599999999999;804.804
"SO - 0004723";"2021-09-11";52;"Distributor";"USD";"NXH382";264;25;8;2358.4;18867.2;1132.032
"SO - 0004928";"2021-09-11";124;"Wholesale";"USD";"GUT930";187;15;12;2532.6;30391.2;1063.692
"SO - 0006328";"2021-09-11";151;"Wholesale";"USD";"AXW291";307;27;8;247.9;1983.2;114.034
"SO - 0007866";"2021-09-11";4;"Wholesale";"USD";"AXW291";959;2;7;3993.2;27952.4;3114.6960000000004
"SO - 000419";"2021-09-12";32;"Wholesale";"USD";"AXW291";883;16;7;1092.1;7644.700000000001;546.0500000000001
"SO - 0004124";"2021-09-12";165;"Wholesale";"USD";"AXW291";636;26;9;221.1;1989.9;134.87099999999998
"SO - 0007766";"2021-09-12";157;"Wholesale";"USD";"AXW291";249;6;11;1139.0;12529.0;865.64
"SO - 0010773";"2021-09-12";118;"Distributor";"USD";"AXW291";505;6;5;2525.9;12629.5;1288.209
"SO - 0009402";"2021-09-12";5;"Export";"USD";"AXW291";400;5;8;1025.1;8200.800000000001;656.0640000000001
"SO - 000666";"2021-09-12";55;"Wholesale";"USD";"AXW291";898;2;11;5782.1;63603.100000000006;4394.396000000001
"SO - 0002278";"2021-09-12";74;"Wholesale";"USD";"NXH382";288;13;6;2472.3;14833.8;1335.042
"SO - 0002891";"2021-09-12";88;"Wholesale";"USD";"AXW291";151;22;9;6385.1;57465.9;4724.974
"SO - 0003938";"2021-09-12";120;"Wholesale";"USD";"AXW291";434;20;8;2525.9;20207.2;1793.389
"SO - 0004620";"2021-09-12";175;"Export";"USD";"AXW291";159;6;11;3839.1;42230.1;2188.287
"SO - 0005427";"2021-09-12";35;"Distributor";"USD";"AXW291";692;3;5;1005.0;5025.0;804.0
"SO - 0005807";"2021-09-12";126;"Wholesale";"USD";"NXH382";649;25;11;1708.5;18793.5;1178.865
"SO - 0006561";"2021-09-12";141;"Distributor";"USD";"NXH382";26;13;12;1005.0;12060.0;613.05
"SO - 0006649";"2021-09-12";75;"Distributor";"USD";"FLR025";357;25;7;1018.4;7128.8;672.144
"SO - 0006759";"2021-09-12";70;"Wholesale";"USD";"FLR025";434;3;7;1098.8;7691.599999999999;582.364
"SO - 0007308";"2021-09-12";150;"Wholesale";"USD";"NXH382";664;18;9;1085.4;9768.6;510.138
"SO - 0007357";"2021-09-12";76;"Wholesale";"USD";"AXW291";512;16;11;1105.5;12160.5;762.795
"SO - 0007596";"2021-09-12";10;"Wholesale";"USD";"NXH382";539;25;10;2217.7000000000003;22177.000000000004;1153.2040000000002
"SO - 0007923";"2021-09-12";64;"Wholesale";"USD";"FLR025";196;1;8;1078.7;8629.6;679.581
"SO - 0009650";"2021-09-12";109;"Distributor";"USD";"AXW291";705;2;6;1956.4;11738.4;1447.736
"SO - 0010667";"2021-09-12";117;"Wholesale";"USD";"AXW291";678;4;6;2371.8;14230.8;1209.6180000000002
"SO - 0008405";"2021-09-12";87;"Wholesale";"USD";"AXW291";423;8;11;1701.8;18719.8;1276.35
"SO - 000297";"2021-09-12";109;"Wholesale";"USD";"GUT930";638;27;10;2539.3;25393.0;1828.296
"SO - 0003207";"2021-09-12";98;"Distributor";"USD";"GUT930";337;15;5;1139.0;5695.0;523.94
"SO - 0003838";"2021-09-12";158;"Wholesale";"USD";"NXH382";143;20;7;221.1;1547.7;154.76999999999998
"SO - 0004497";"2021-09-12";57;"Distributor";"USD";"AXW291";224;25;7;884.4;6190.8;689.832
"SO - 0004507";"2021-09-12";82;"Wholesale";"USD";"AXW291";929;3;8;3852.5;30820.0;2041.825
"SO - 0005484";"2021-09-12";87;"Distributor";"USD";"FLR025";632;5;6;3926.2;23557.2;1845.314
"SO - 0005644";"2021-09-12";106;"Wholesale";"USD";"NXH382";984;15;11;1185.9;13044.9;794.5530000000001
"SO - 0010614";"2021-09-12";50;"Distributor";"USD";"FLR025";734;15;10;931.3;9313.0;530.841
"SO - 000830";"2021-09-12";156;"Wholesale";"USD";"AXW291";496;14;6;2251.2000000000003;13507.2;1710.9120000000005
"SO - 0002032";"2021-09-12";69;"Distributor";"USD";"AXW291";878;16;7;201.0;1407.0;142.70999999999998
"SO - 0002421";"2021-09-12";170;"Distributor";"USD";"GUT930";668;25;10;6472.2;64722.0;3818.598
"SO - 0004275";"2021-09-12";6;"Distributor";"USD";"AXW291";663;15;8;690.1;5520.8;524.476
"SO - 0004779";"2021-09-12";167;"Wholesale";"USD";"GUT930";39;6;10;3946.3;39463.0;2525.632
"SO - 0009628";"2021-09-12";140;"Wholesale";"USD";"GUT930";531;7;12;1762.1;21145.2;757.7030000000001
"SO - 0008227";"2021-09-12";81;"Wholesale";"USD";"GUT930";147;25;9;227.8;2050.2000000000003;102.51
"SO - 0005493";"2021-09-12";17;"Export";"USD";"GUT930";197;13;6;1293.1;7758.6;995.687
"SO - 0006121";"2021-09-12";32;"Distributor";"USD";"AXW291";800;25;10;1038.5;10385.0;571.1750000000001
"SO - 0008714";"2021-09-12";59;"Distributor";"USD";"GUT930";405;29;6;187.6;1125.6;76.916
"SO - 0010571";"2021-09-12";58;"Export";"USD";"AXW291";272;23;11;3819.0;42009.0;2902.44
"SO - 0009340";"2021-09-12";142;"Distributor";"USD";"GUT930";831;26;6;3343.3;20059.800000000003;1972.547
"SO - 000171";"2021-09-12";101;"Wholesale";"USD";"FLR025";100;26;9;1078.7;9708.3;506.989
"SO - 0001656";"2021-09-12";162;"Wholesale";"USD";"AXW291";143;13;9;1045.2;9406.8;533.052
"SO - 0003355";"2021-09-12";113;"Wholesale";"USD";"AXW291";435;13;9;3819.0;34371.0;2405.97
"SO - 0003823";"2021-09-12";16;"Distributor";"USD";"NXH382";469;4;5;737.0;3685.0;346.39
"SO - 0004624";"2021-09-12";13;"Wholesale";"USD";"FLR025";60;17;8;1721.9;13775.2;688.7600000000001
"SO - 0006744";"2021-09-12";96;"Distributor";"USD";"FLR025";905;1;9;5025.0;45225.0;3567.75
"SO - 0007256";"2021-09-12";4;"Distributor";"USD";"NXH382";453;14;5;3979.8;19899.0;2308.284
"SO - 0003726";"2021-09-13";162;"Distributor";"USD";"AXW291";716;13;12;187.6;2251.2;157.584
"SO - 0003754";"2021-09-13";2;"Wholesale";"USD";"AXW291";653;5;11;5969.7;65666.7;3343.032
"SO - 0003982";"2021-09-13";42;"Distributor";"USD";"AXW291";345;22;8;5105.400000000001;40843.2;2042.1600000000003
"SO - 0006049";"2021-09-13";85;"Wholesale";"USD";"AXW291";709;5;9;911.2;8200.800000000001;765.408
"SO - 0007496";"2021-09-13";25;"Wholesale";"USD";"AXW291";489;12;8;1051.9;8415.2;557.5070000000001
"SO - 0009109";"2021-09-13";13;"Wholesale";"USD";"AXW291";964;26;11;931.3;10244.3;754.3530000000001
"SO - 0002309";"2021-09-13";9;"Wholesale";"USD";"AXW291";776;13;12;1078.7;12944.4;733.5160000000001
"SO - 0002482";"2021-09-13";2;"Distributor";"USD";"AXW291";547;2;10;911.2;9112.0;564.9440000000001
"SO - 0003482";"2021-09-13";100;"Distributor";"USD";"NXH382";818;13;11;1273.0;14003.0;954.75
"SO - 0003752";"2021-09-13";65;"Wholesale";"USD";"GUT930";696;9;11;783.9;8622.9;423.306
"SO - 0004058";"2021-09-13";9;"Wholesale";"USD";"AXW291";662;12;10;3102.1;31021.0;2357.596
"SO - 0005442";"2021-09-13";59;"Wholesale";"USD";"AXW291";903;7;7;2405.3;16837.100000000002;2044.505
"SO - 0007380";"2021-09-13";107;"Wholesale";"USD";"NXH382";949;25;10;1112.2;11122.0;600.5880000000001
"SO - 0007607";"2021-09-13";151;"Distributor";"USD";"AXW291";934;5;11;2860.9;31469.9;1316.014
"SO - 0008124";"2021-09-13";74;"Distributor";"USD";"AXW291";297;26;8;1018.4;8147.2;794.352
"SO - 0008861";"2021-09-13";27;"Export";"USD";"GUT930";214;8;12;2291.4;27496.800000000003;1695.636
"SO - 0002959";"2021-09-13";77;"Export";"USD";"GUT930";657;2;9;3048.5;27436.5;1798.615
"SO - 0003982";"2021-09-13";42;"Distributor";"USD";"AXW291";176;22;8;5105.400000000001;40843.2;2042.1600000000003
"SO - 0004706";"2021-09-13";42;"Wholesale";"USD";"AXW291";758;11;6;2418.7000000000003;14512.2;1330.2850000000003
"SO - 0006490";"2021-09-13";146;"Wholesale";"USD";"NXH382";531;14;12;2365.1;28381.2;1821.127
"SO - 0006924";"2021-09-13";26;"Distributor";"USD";"AXW291";819;14;8;5802.2;46417.6;4177.584
"SO - 0007437";"2021-09-13";58;"Export";"USD";"AXW291";575;23;11;3819.0;42009.0;2902.44
"SO - 0010637";"2021-09-13";79;"Wholesale";"USD";"NXH382";134;25;8;837.5;6700.0;711.875
"SO - 0006968";"2021-09-13";165;"Distributor";"USD";"AXW291";938;5;8;3999.9;31999.2;3319.917
"SO - 0010179";"2021-09-13";9;"Export";"USD";"FLR025";266;26;8;1896.1;15168.8;1611.6850000000002
"SO - 0008520";"2021-09-13";127;"Wholesale";"USD";"GUT930";484;26;7;3879.3;27155.1;2754.303
"SO - 0010377";"2021-09-13";43;"Distributor";"USD";"AXW291";935;20;12;2546.0;30552.0;1654.9
"SO - 0008316";"2021-09-13";85;"Distributor";"USD";"GUT930";182;15;8;1212.7;9701.6;557.8420000000001
"SO - 000710";"2021-09-13";4;"Distributor";"USD";"GUT930";825;4;6;3356.7000000000003;20140.2;1846.1850000000004
"SO - 0001434";"2021-09-13";162;"Wholesale";"USD";"AXW291";199;4;12;1018.4;12220.8;539.7520000000001
"SO - 0002552";"2021-09-13";33;"Wholesale";"USD";"NXH382";846;25;6;3892.7;23356.2;1829.569
"SO - 0003592";"2021-09-13";35;"Wholesale";"USD";"AXW291";546;15;9;3021.7000000000003;27195.300000000003;1269.114
"SO - 0004779";"2021-09-13";167;"Wholesale";"USD";"GUT930";690;6;10;3946.3;39463.0;2525.632
"SO - 0007069";"2021-09-13";151;"Distributor";"USD";"NXH382";975;1;11;241.2;2653.2000000000003;161.604
"SO - 000499";"2021-09-13";89;"Wholesale";"USD";"NXH382";639;6;9;201.0;1809.0;80.4
"SO - 0001997";"2021-09-13";23;"Distributor";"USD";"FLR025";23;15;11;2010.0;22110.0;864.3
"SO - 0003556";"2021-09-13";95;"Export";"USD";"AXW291";961;25;12;2425.4;29104.800000000003;1455.24
"SO - 0003644";"2021-09-13";10;"Wholesale";"USD";"GUT930";320;5;6;5427.0;32562.0;3201.93
"SO - 0003985";"2021-09-13";46;"Export";"USD";"AXW291";395;13;5;3470.6;17353.0;2950.01
"SO - 0004506";"2021-09-13";48;"Wholesale";"USD";"NXH382";674;13;10;3872.6;38726.0;2207.382
"SO - 0004584";"2021-09-13";109;"Wholesale";"USD";"AXW291";500;16;10;187.6;1876.0;91.924
"SO - 0004729";"2021-09-13";100;"Wholesale";"USD";"AXW291";461;6;8;1098.8;8790.4;472.484
"SO - 0005536";"2021-09-13";74;"Wholesale";"USD";"GUT930";950;5;7;737.0;5159.0;390.61
"SO - 0006446";"2021-09-13";6;"Distributor";"USD";"NXH382";300;3;8;2331.6;18652.8;1025.904
"SO - 0006623";"2021-09-13";112;"Wholesale";"USD";"AXW291";987;8;5;3859.2;19296.0;1929.6
"SO - 0007836";"2021-09-13";30;"Wholesale";"USD";"NXH382";160;20;6;1829.1;10974.6;1371.825
"SO - 0009902";"2021-09-13";26;"Wholesale";"USD";"GUT930";613;1;8;5500.7;44005.6;2420.308
"SO - 0009658";"2021-09-13";84;"Wholesale";"USD";"GUT930";301;17;11;1072.0;11792.0;696.8000000000001
"SO - 0004906";"2021-09-14";108;"Distributor";"USD";"AXW291";276;13;12;3892.7;46712.4;2218.839
"SO - 0006896";"2021-09-14";35;"Distributor";"USD";"AXW291";692;26;5;998.3;4991.5;778.6740000000001
"SO - 0006901";"2021-09-14";38;"Distributor";"USD";"AXW291";100;25;8;3242.8;25942.4;1426.832
"SO - 0009756";"2021-09-14";173;"Wholesale";"USD";"AXW291";837;11;6;1105.5;6633.0;475.365
"SO - 0009479";"2021-09-14";156;"Export";"USD";"NXH382";931;13;6;1072.0;6432.0;503.84
"SO - 0004583";"2021-09-14";50;"Export";"USD";"GUT930";141;6;6;1742.0;10452.0;1341.34
"SO - 0006765";"2021-09-14";117;"Wholesale";"USD";"GUT930";738;20;6;5085.3;30511.800000000003;3000.327
"SO - 0007325";"2021-09-14";18;"Wholesale";"USD";"AXW291";224;1;10;1226.1;12261.000000000002;674.3550000000001
"SO - 0008639";"2021-09-14";56;"Wholesale";"USD";"GUT930";111;21;6;1802.3;10813.8;1315.679
"SO - 0010590";"2021-09-14";78;"Distributor";"USD";"AXW291";881;18;12;1896.1;22753.2;796.3620000000001
"SO - 0003360";"2021-09-14";133;"Distributor";"USD";"AXW291";943;6;10;3953.0;39530.0;1818.38
"SO - 0004772";"2021-09-14";29;"Wholesale";"USD";"NXH382";543;26;6;3973.1;23838.6;2781.17
"SO - 0007495";"2021-09-14";105;"Distributor";"USD";"AXW291";585;9;8;696.8000000000001;5574.400000000001;292.656
"SO - 0007756";"2021-09-14";30;"Wholesale";"USD";"AXW291";386;15;7;703.5;4924.5;323.61
"SO - 0007999";"2021-09-14";5;"Distributor";"USD";"AXW291";893;14;11;777.2;8549.2;606.216
"SO - 0010121";"2021-09-14";60;"Wholesale";"USD";"GUT930";571;30;7;1969.8;13788.6;1634.934
"SO - 0010260";"2021-09-14";43;"Distributor";"USD";"FLR025";117;13;10;1855.9;18559.0;1113.54
"SO - 0001322";"2021-09-14";36;"Wholesale";"USD";"FLR025";199;26;12;207.7;2492.4;137.08200000000002
"SO - 0001501";"2021-09-14";70;"Distributor";"USD";"GUT930";498;23;7;1125.6;7879.200000000001;697.8720000000001
"SO - 0001806";"2021-09-14";13;"Export";"USD";"AXW291";892;28;10;3926.2;39262.0;3219.484
"SO - 0003645";"2021-09-14";140;"Wholesale";"USD";"FLR025";4;25;11;2505.8;27563.800000000003;1854.292
"SO - 0005430";"2021-09-14";48;"Distributor";"USD";"NXH382";228;19;6;3289.7000000000003;19738.2;1480.3650000000002
"SO - 0005722";"2021-09-14";106;"Wholesale";"USD";"FLR025";593;25;10;1038.5;10385.0;498.48
"SO - 0005858";"2021-09-14";53;"Export";"USD";"AXW291";307;15;10;1768.8;17688.0;955.152
"SO - 0006471";"2021-09-14";96;"Wholesale";"USD";"AXW291";920;26;5;1159.1;5795.500000000001;915.6890000000002
"SO - 0009299";"2021-09-14";104;"Wholesale";"USD";"AXW291";255;15;12;241.2;2894.4;103.716
"SO - 0002229";"2021-09-14";68;"Wholesale";"USD";"AXW291";405;28;8;2653.2000000000003;21225.6;2069.496
"SO - 0003993";"2021-09-14";169;"Wholesale";"USD";"AXW291";450;13;12;3825.7;45908.4;2907.532
"SO - 0004215";"2021-09-14";94;"Distributor";"USD";"NXH382";9;19;11;1809.0;19899.0;1537.65
"SO - 0005224";"2021-09-14";141;"Distributor";"USD";"AXW291";694;2;8;5554.3;44434.4;4276.811000000001
"SO - 000575";"2021-09-14";151;"Distributor";"USD";"NXH382";242;2;7;247.9;1735.3;163.614
"SO - 000917";"2021-09-14";44;"Export";"USD";"GUT930";709;2;12;1025.1;12301.2;584.307
"SO - 0004333";"2021-09-14";18;"Export";"USD";"GUT930";173;26;10;3819.0;38190.0;2444.16
"SO - 0008613";"2021-09-14";129;"Distributor";"USD";"NXH382";621;1;6;3859.2;23155.2;1620.864
"SO - 0010164";"2021-09-14";75;"Wholesale";"USD";"NXH382";453;17;9;2284.7000000000003;20562.300000000003;1919.148
"SO - 0001317";"2021-09-15";90;"Wholesale";"USD";"AXW291";349;26;11;227.8;2505.8;150.348
"SO - 0001553";"2021-09-15";31;"Distributor";"USD";"AXW291";687;25;12;5929.5;71154.0;2786.865
"SO - 0001588";"2021-09-15";1;"Wholesale";"USD";"AXW291";27;6;5;5842.400000000001;29212.000000000004;4557.072000000001
"SO - 0005368";"2021-09-15";44;"Export";"USD";"AXW291";632;4;5;2559.4;12797.0;1330.888
"SO - 0005418";"2021-09-15";113;"Wholesale";"USD";"AXW291";896;16;8;2452.2000000000003;19617.6;1324.1880000000003
"SO - 000492";"2021-09-15";164;"Distributor";"USD";"FLR025";24;13;11;261.3;2874.3;133.263
"SO - 0003023";"2021-09-15";3;"Wholesale";"USD";"FLR025";327;1;9;5326.5;47938.5;2237.13
"SO - 0005465";"2021-09-15";30;"Export";"USD";"NXH382";72;8;12;1159.1;13909.2;822.961
"SO - 0006415";"2021-09-15";91;"Export";"USD";"AXW291";802;4;9;4013.3;36119.7;2809.31
"SO - 0008000";"2021-09-15";163;"Distributor";"USD";"GUT930";898;1;11;2546.0;28006.0;1731.2800000000002
"SO - 0009255";"2021-09-15";32;"Distributor";"USD";"AXW291";155;25;10;1038.5;10385.0;571.1750000000001
"SO - 000864";"2021-09-15";127;"Export";"USD";"NXH382";454;1;6;2345.0;14070.0;1242.85
"SO - 0001452";"2021-09-15";35;"Distributor";"USD";"GUT930";312;26;11;1038.5;11423.5;591.9449999999999
"SO - 0003130";"2021-09-15";166;"Distributor";"USD";"AXW291";647;29;12;1835.8;22029.6;1009.69
"SO - 0003517";"2021-09-15";98;"Export";"USD";"NXH382";345;29;10;1112.2;11122.0;934.248
"SO - 0004070";"2021-09-15";39;"Distributor";"USD";"NXH382";823;19;6;2646.5;15879.0;1243.855
"SO - 0006826";"2021-09-15";131;"Export";"USD";"NXH382";610;25;8;3986.5;31892.0;2152.71
"SO - 0007139";"2021-09-15";159;"Wholesale";"USD";"AXW291";761;2;6;2418.7000000000003;14512.2;1910.7730000000004
"SO - 0009975";"2021-09-15";157;"Export";"USD";"AXW291";224;1;5;3819.0;19095.0;2864.25
"SO - 0008296";"2021-09-15";131;"Distributor";"USD";"AXW291";780;3;9;207.7;1869.3;97.619
"SO - 0010323";"2021-09-15";29;"Export";"USD";"NXH382";222;17;5;2331.6;11658.0;1142.484
"SO - 0009320";"2021-09-15";161;"Distributor";"USD";"AXW291";739;16;10;1735.3;17353.0;815.5909999999999
"SO - 0001101";"2021-09-15";15;"Wholesale";"USD";"NXH382";108;14;6;3758.7;22552.2;3082.134
"SO - 0001846";"2021-09-15";137;"Wholesale";"USD";"AXW291";926;23;12;1969.8;23637.6;1378.86
"SO - 0002460";"2021-09-15";140;"Wholesale";"USD";"AXW291";639;15;7;6371.7;44601.9;5288.511
"SO - 0002821";"2021-09-15";30;"Wholesale";"USD";"NXH382";161;25;6;1936.3;11617.8;1103.6909999999998
"SO - 0004040";"2021-09-15";67;"Wholesale";"USD";"GUT930";79;14;5;1005.0;5025.0;572.8499999999999
"SO - 0004921";"2021-09-15";105;"Wholesale";"USD";"AXW291";583;16;10;770.5;7705.0;392.955
"SO - 0006575";"2021-09-15";127;"Wholesale";"USD";"AXW291";226;5;8;2680.0;21440.0;2251.2
"SO - 0009876";"2021-09-15";71;"Distributor";"USD";"FLR025";6;5;12;2231.1;26773.2;1762.569
"SO - 0009609";"2021-09-15";113;"Distributor";"USD";"NXH382";992;23;7;1259.6;8817.2;617.2040000000001
"SO - 0009185";"2021-09-15";128;"Wholesale";"USD";"NXH382";728;27;7;227.8;1594.6;177.68400000000003
"SO - 000682";"2021-09-15";92;"Distributor";"USD";"GUT930";342;25;8;2405.3;19242.4;1683.71
"SO - 0001284";"2021-09-15";68;"Distributor";"USD";"GUT930";244;13;5;2673.3;13366.5;1684.179
"SO - 0003104";"2021-09-15";17;"Wholesale";"USD";"GUT930";761;23;5;1112.2;5561.0;934.248
"SO - 0003187";"2021-09-15";59;"Wholesale";"USD";"FLR025";218;26;8;1835.8;14686.4;1248.344
"SO - 0003862";"2021-09-15";156;"Distributor";"USD";"AXW291";747;12;6;3966.4;23798.4;3331.776
"SO - 0004306";"2021-09-15";116;"Distributor";"USD";"AXW291";658;4;7;2499.1;17493.7;1024.631
"SO - 0010002";"2021-09-15";152;"Wholesale";"USD";"AXW291";844;28;12;1092.1;13105.2;546.0500000000001
"SO - 000396";"2021-09-15";133;"Distributor";"USD";"NXH382";220;15;11;1728.6;19014.6;1140.8760000000002
"SO - 000994";"2021-09-15";139;"Distributor";"USD";"FLR025";244;24;7;1038.5;7269.5;789.26
"SO - 0001771";"2021-09-15";18;"Wholesale";"USD";"NXH382";926;6;10;1246.2;12462.0;847.416
"SO - 0004266";"2021-09-15";26;"Wholesale";"USD";"AXW291";34;15;11;3852.5;42377.5;2927.9
"SO - 0004437";"2021-09-15";36;"Wholesale";"USD";"AXW291";928;1;6;1085.4;6512.400000000001;586.1160000000001
"SO - 0005327";"2021-09-15";131;"Distributor";"USD";"AXW291";546;13;7;864.3000000000001;6050.1;596.367
"SO - 0009359";"2021-09-15";56;"Distributor";"USD";"NXH382";942;1;9;2432.1;21888.9;1775.433
"SO - 000248";"2021-09-16";140;"Wholesale";"USD";"AXW291";450;3;9;984.9;8864.1;669.7320000000001
"SO - 0001331";"2021-09-16";51;"Wholesale";"USD";"AXW291";527;25;8;2385.2000000000003;19081.6;1836.6040000000005
"SO - 0002076";"2021-09-16";6;"Wholesale";"USD";"AXW291";451;19;12;891.1;10693.2;570.304
"SO - 0002948";"2021-09-16";96;"Wholesale";"USD";"AXW291";400;5;8;3966.4;31731.2;2657.4880000000003
"SO - 0003201";"2021-09-16";74;"Export";"USD";"AXW291";835;13;5;2257.9;11289.5;925.739
"SO - 0003895";"2021-09-16";166;"Wholesale";"USD";"AXW291";364;18;6;1058.6;6351.6;656.3320000000001
"SO - 0006709";"2021-09-16";113;"Distributor";"USD";"AXW291";204;14;12;2284.7000000000003;27416.4;1690.678
"SO - 0007047";"2021-09-16";169;"Distributor";"USD";"AXW291";611;25;12;174.20000000000002;2090.4;128.90800000000002
"SO - 0007662";"2021-09-16";18;"Distributor";"USD";"AXW291";51;5;8;3859.2;30873.6;2083.9680000000003
"SO - 0007760";"2021-09-16";117;"Export";"USD";"AXW291";429;26;8;1333.3;10666.4;719.982
"SO - 0007961";"2021-09-16";125;"Distributor";"USD";"AXW291";150;15;5;1976.5;9882.5;948.72
"SO - 0009704";"2021-09-16";113;"Wholesale";"USD";"AXW291";602;4;11;1132.3;12455.3;713.3489999999999
"SO - 0009848";"2021-09-16";45;"Distributor";"USD";"FLR025";832;25;11;830.8000000000001;9138.8;548.3280000000001
"SO - 0009776";"2021-09-16";53;"Distributor";"USD";"AXW291";49;16;7;2505.8;17540.600000000002;1804.176
"SO - 0001245";"2021-09-16";110;"Export";"USD";"NXH382";625;5;8;1072.0;8576.0;825.44
"SO - 0003639";"2021-09-16";6;"Wholesale";"USD";"FLR025";428;26;11;1011.7;11128.7;505.85
